no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
0.0,0.0,0.0,0.5,1,0.0,1,0.3577981651376147,0.0,0.4,0.5333333333333333,2,0.0,0.0,0.0,-0.04025641025641045,0.0,0
0.0,0.0,0.5,1.5,1,0.0,4,-0.41284403669724773,0.0,-1.4,-0.4,2,0.0,0.0,0.0,-0.6792307692307694,0.0,1
-1.0,0.0,-0.5,-0.5,2,0.0,1,-0.5137614678899083,0.0,-0.4,0.06666666666666667,1,0.0,0.0,0.0,-0.2615384615384616,0.0,1
-1.0,0.0,0.5,-0.5,2,0.0,1,0.5963302752293578,0.0,-1.0,0.7333333333333333,1,0.0,0.0,0.0,-0.3448717948717949,0.0,1
0.0,1.0,-0.5,0.0,1,0.0,1,0.6422018348623854,0.0,0.8,0.4,2,0.0,0.0,0.0,0.17307692307692307,3.0,1
-1.0,0.0,-0.5,0.0,1,0.0,1,-0.5137614678899083,-1.0,0.6,-0.7333333333333333,5,0.0,0.0,0.0,-2.5500000000000003,0.0,1
0.0,0.0,-0.5,0.5,0,0.0,1,-0.14678899082568808,0.0,-1.0,0.5333333333333333,2,0.0,0.0,0.0,0.18846153846153832,0.0,1
0.0,0.0,0.0,-1.0,0,0.0,1,-0.3302752293577982,0.0,0.2,0.6,2,0.0,0.0,0.0,0.5012820512820512,3.0,1
0.0,0.0,-0.5,-0.5,1,0.0,1,0.47706422018348627,-1.0,-0.2,0.0,2,0.0,0.0,0.0,-0.5884615384615385,0.0,0
1.0,0.0,0.0,1.0,1,0.0,4,-0.03669724770642202,0.0,-0.8,0.6,2,0.0,0.0,0.0,0.1315384615384614,1.0,1
0.0,0.0,0.0,0.5,1,0.0,1,1.7706422018348624,0.0,0.2,0.6666666666666666,1,0.0,0.0,0.0,-0.11410256410256417,0.0,0
0.0,2.0,-0.5,-0.5,1,1.0,6,-0.5045871559633027,0.0,-1.2,0.2,2,0.0,0.0,0.0,2.1166666666666667,2.0,1
0.0,0.0,0.0,1.0,1,0.0,1,-0.4036697247706422,0.0,-1.0,-0.6,2,0.0,0.0,0.0,-0.07307692307692329,0.0,1
0.0,0.0,0.0,0.5,1,0.0,1,-0.5137614678899083,0.0,0.2,0.4,1,0.0,0.0,0.0,1.9628205128205127,0.0,1
-1.0,0.0,-0.5,0.0,1,0.0,1,-0.22935779816513763,-1.0,0.6,0.26666666666666666,1,0.0,0.0,0.0,-0.6782051282051282,0.0,1
0.0,0.0,0.0,-1.0,0,0.0,1,-0.4954128440366973,0.0,-0.8,0.5333333333333333,2,0.0,0.0,0.0,-0.267948717948718,1.0,1
0.0,0.0,-0.5,0.0,1,1.0,1,-0.24770642201834864,0.0,0.6,0.6,1,0.0,0.0,0.0,-0.4730769230769232,0.0,1
0.0,0.0,-0.5,0.0,0,0.0,1,-0.3761467889908257,0.0,0.2,0.7333333333333333,2,0.0,0.0,0.0,0.7576923076923077,1.0,1
-1.0,0.0,0.5,-0.5,1,0.0,1,0.3302752293577982,0.0,0.4,-0.06666666666666667,1,0.0,0.0,0.0,0.39871794871794863,0.0,0
-1.0,1.0,0.5,0.5,2,0.0,1,1.055045871559633,0.0,-0.2,0.8666666666666667,1,0.0,0.0,0.0,-0.22948717948717956,1.0,1
-1.0,0.0,0.5,0.5,1,0.0,1,1.944954128440367,0.0,0.8,0.8666666666666667,1,0.0,0.0,0.0,-0.7551282051282052,0.0,1
0.0,0.0,0.0,0.5,1,0.0,1,-0.27522935779816515,-1.0,0.8,1.0,1,0.0,0.0,0.0,0.7705128205128204,0.0,1
-1.0,0.0,0.0,0.0,1,0.0,4,-0.3302752293577982,0.0,0.6,-0.6,2,0.0,0.0,0.0,2.8346153846153848,1.0,1
0.0,0.0,0.0,1.5,1,0.0,1,-0.27522935779816515,-1.0,0.8,0.4,1,0.0,0.0,0.0,-1.310769230769231,0.0,1
-1.0,0.0,-0.5,-0.5,1,0.0,1,-0.12844036697247707,0.0,-0.4,-0.5333333333333333,2,0.0,0.0,0.0,-0.48871794871794877,2.0,1
0.0,0.0,0.0,0.0,2,0.0,1,0.963302752293578,-1.0,0.2,-0.8,1,0.0,0.0,0.0,0.0,2.0,1
-1.0,0.0,0.0,0.0,1,0.0,1,-0.28440366972477066,-1.0,0.4,0.2,1,0.0,0.0,0.0,-0.5756410256410257,0.0,1
1.0,0.0,0.0,0.0,1,0.0,4,0.42201834862385323,0.0,-0.2,-0.5333333333333333,2,0.0,0.0,0.0,1.2115384615384612,0.0,0
0.0,0.0,0.0,0.5,1,0.0,1,0.3486238532110092,0.0,0.6,-0.13333333333333333,2,0.0,0.0,0.0,-0.33846153846153854,2.0,1
1.0,0.0,0.0,-1.0,1,0.0,4,-0.46788990825688076,0.0,-1.0,0.8,2,0.0,0.0,0.0,0.9628205128205127,1.0,1
0.0,0.0,-0.5,-0.5,0,0.0,1,0.7064220183486238,0.0,-0.4,0.13333333333333333,2,0.0,0.0,0.0,0.4269230769230767,0.0,1
0.0,0.0,-0.5,0.5,1,0.0,1,-0.47706422018348627,0.0,-0.4,-0.13333333333333333,3,0.0,0.0,0.0,0.01410256410256403,0.0,0
0.0,0.0,0.5,0.0,1,0.0,4,-0.47706422018348627,-1.0,0.6,-1.0,2,0.0,0.0,0.0,0.14230769230769225,0.0,1
0.0,0.0,0.0,-0.5,0,0.0,1,-0.29357798165137616,0.0,-0.6,0.9333333333333333,2,0.0,0.0,0.0,0.2448717948717948,1.0,1
-1.0,0.0,-0.5,-0.5,1,0.0,4,-0.5229357798165137,0.0,-0.6,-0.8,5,1.0,0.0,23.0,-2.5500000000000003,2.0,1
0.0,2.0,0.0,0.5,1,0.0,6,-0.1743119266055046,0.0,-0.6,0.0,2,0.0,0.0,0.0,2.5500000000000003,0.0,0
0.0,0.0,0.5,0.0,1,0.0,1,-0.30275229357798167,-1.0,0.8,0.6666666666666666,1,0.0,0.0,0.0,-1.0628205128205128,1.0,1
-1.0,0.0,-0.5,0.0,1,0.0,1,1.201834862385321,0.0,-0.4,-0.06666666666666667,1,0.0,0.0,0.0,0.7833333333333332,0.0,0
0.0,0.0,0.0,0.0,1,0.0,4,-0.41284403669724773,0.0,-0.8,-0.3333333333333333,2,0.0,0.0,0.0,0.9371794871794871,1.0,1
0.0,0.0,-0.5,0.0,1,0.0,1,0.01834862385321101,0.0,-0.4,0.4,2,0.0,0.0,0.0,0.011538461538461612,2.0,1
0.0,0.0,-0.5,0.0,1,0.0,1,0.3394495412844037,0.0,-0.8,0.8,2,0.0,0.0,0.0,0.3115384615384613,0.0,1
-1.0,0.0,-0.5,0.0,1,0.0,1,0.981651376146789,-1.0,0.4,-0.9333333333333333,1,0.0,0.0,0.0,0.01410256410256403,0.0,1
0.0,0.0,-0.5,0.0,0,0.0,1,-0.44036697247706424,0.0,-1.4,-0.13333333333333333,2,0.0,0.0,0.0,-0.8192307692307693,0.0,1
0.0,0.0,0.0,-1.0,1,0.0,1,-0.3486238532110092,-1.0,0.4,-0.7333333333333333,2,0.0,0.0,0.0,-0.4374358974358975,2.0,1
-1.0,0.0,-0.5,0.5,1,0.0,4,-0.42201834862385323,0.0,-0.4,-0.13333333333333333,3,0.0,0.0,0.0,-0.2423076923076924,0.0,1
-1.0,0.0,0.0,-1.0,0,0.0,1,-0.3394495412844037,0.0,0.2,-0.26666666666666666,2,0.0,0.0,0.0,-0.267948717948718,2.0,1
0.0,0.0,-0.5,1.0,1,0.0,1,0.3211009174311927,-1.0,0.4,-0.6,1,0.0,0.0,0.0,-0.7551282051282052,0.0,1
0.0,0.0,0.0,0.5,1,0.0,1,0.5137614678899083,0.0,-0.8,0.6,2,0.0,0.0,0.0,0.033333333333333263,1.0,1
-1.0,0.0,-0.5,0.5,1,0.0,5,-0.1926605504587156,0.0,-0.4,0.8666666666666667,2,0.0,0.0,0.0,0.2910256410256409,0.0,0
0.0,1.0,0.5,1.5,1,0.0,4,1.128440366972477,0.0,0.0,-0.8666666666666667,2,0.0,0.0,0.0,0.7756410256410253,1.0,0
-1.0,0.0,0.0,0.0,1,0.0,1,-0.23853211009174313,-1.0,0.4,-0.7333333333333333,2,0.0,0.0,0.0,-0.35769230769230775,2.0,1
-1.0,0.0,-0.5,0.0,1,0.0,1,0.45871559633027525,0.0,-0.4,-0.4,1,0.0,0.0,0.0,0.5269230769230768,0.0,1
1.0,0.0,0.0,-1.0,1,0.0,4,-0.5045871559633027,0.0,0.0,-0.06666666666666667,2,0.0,0.0,0.0,4.014102564102564,1.0,0
0.0,2.0,0.0,0.5,1,0.0,6,-0.3302752293577982,0.0,0.2,0.2,2,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.5,0.0,1,0.0,4,-0.09174311926605505,0.0,0.2,0.13333333333333333,2,0.0,0.0,0.0,0.5146153846153845,0.0,1
0.0,0.0,0.0,0.0,1,0.0,1,2.0458715596330275,0.0,0.2,0.2,1,0.0,0.0,0.0,0.27051282051282044,0.0,0
0.0,0.0,-0.5,0.0,1,0.0,1,-0.08256880733944955,0.0,0.2,-0.13333333333333333,1,0.0,0.0,0.0,0.7833333333333332,0.0,1
-1.0,0.0,-0.5,-0.5,1,1.0,1,-0.26605504587155965,0.0,-0.2,-0.13333333333333333,3,0.0,0.0,0.0,-0.8320512820512821,0.0,1
0.0,0.0,-0.5,1.0,1,0.0,1,0.5137614678899083,0.0,-0.6,0.13333333333333333,2,0.0,0.0,0.0,0.9371794871794871,1.0,1
0.0,0.0,0.5,1.5,1,0.0,1,1.2660550458715596,0.0,-0.2,0.3333333333333333,2,0.0,0.0,0.0,-0.21794871794871795,1.0,1
-1.0,0.0,0.0,-0.5,0,0.0,1,-0.47706422018348627,0.0,0.0,-1.0,2,0.0,0.0,0.0,0.2448717948717948,1.0,0
0.0,0.0,0.0,-0.5,1,0.0,4,0.08256880733944955,0.0,0.4,-0.8666666666666667,2,0.0,0.0,0.0,0.5030769230769229,1.0,0
-1.0,0.0,-0.5,0.0,1,0.0,1,-0.22935779816513763,-1.0,0.6,0.26666666666666666,1,0.0,0.0,0.0,-0.6782051282051282,0.0,1
0.0,0.0,0.0,-1.0,1,0.0,1,-0.4954128440366973,0.0,-1.0,-0.6,2,0.0,0.0,0.0,0.09102564102564095,1.0,1
0.0,0.0,0.0,0.5,1,1.0,1,-0.13761467889908258,0.0,-0.2,0.13333333333333333,2,0.0,0.0,0.0,0.9346153846153847,1.0,1
0.0,0.0,-0.5,0.0,0,0.0,1,0.1834862385321101,0.0,-0.4,0.06666666666666667,2,0.0,0.0,0.0,0.4269230769230767,0.0,0
0.0,0.0,0.0,-0.5,1,0.0,4,-0.3761467889908257,0.0,-0.4,-0.8,2,0.0,0.0,0.0,0.3325641025641025,1.0,1
0.0,0.0,-0.5,0.5,1,0.0,1,0.46788990825688076,0.0,-0.8,-0.2,2,0.0,0.0,0.0,-0.23461538461538475,0.0,1
0.0,0.0,0.0,0.0,0,0.0,1,0.26605504587155965,0.0,0.8,-0.9333333333333333,2,0.0,0.0,0.0,-0.5192307692307693,1.0,1
0.0,0.0,-0.5,0.0,2,0.0,1,-0.009174311926605505,-1.0,0.2,0.06666666666666667,1,0.0,0.0,0.0,-0.4474358974358975,0.0,1
0.0,0.0,-0.5,0.0,2,0.0,1,-0.1651376146788991,-1.0,0.0,-0.13333333333333333,1,0.0,0.0,0.0,0.2448717948717948,0.0,1
0.0,0.0,0.0,-0.5,0,0.0,1,-0.5137614678899083,0.0,-1.4,-0.8,2,0.0,0.0,0.0,-0.3448717948717949,1.0,1
-1.0,0.0,0.0,0.0,1,0.0,1,0.5596330275229358,0.0,-0.4,-0.6666666666666666,1,0.0,0.0,0.0,0.27051282051282044,0.0,1
0.0,0.0,0.0,0.0,1,0.0,4,-0.3577981651376147,0.0,0.8,0.9333333333333333,2,0.0,0.0,0.0,1.244871794871795,2.0,1
-1.0,1.0,0.0,0.0,1,0.0,1,-0.46788990825688076,-1.0,0.2,-0.13333333333333333,2,0.0,0.0,0.0,0.2448717948717948,2.0,1
-1.0,0.0,0.5,1.0,1,0.0,1,0.11009174311926606,0.0,-0.4,-0.26666666666666666,1,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.5,-0.5,1,0.0,1,-0.46788990825688076,-1.0,0.4,-0.4,1,1.0,1.0,0.0,-0.8833333333333334,0.0,1
0.0,0.0,-0.5,1.5,0,0.0,1,1.5412844036697249,0.0,0.8,0.7333333333333333,2,0.0,0.0,0.0,-0.7410256410256412,3.0,1
0.0,0.0,0.0,-0.5,0,0.0,1,-0.26605504587155965,0.0,0.8,-0.8666666666666667,2,0.0,0.0,0.0,-0.29358974358974366,1.0,1
-1.0,0.0,-0.5,-0.5,1,0.0,1,-0.5137614678899083,-1.0,0.2,0.4,2,0.0,0.0,0.0,1.5012820512820513,0.0,1
0.0,0.0,0.5,-0.5,2,0.0,1,0.6146788990825688,-1.0,0.0,-0.5333333333333333,1,0.0,0.0,0.0,-0.126923076923077,0.0,0
0.0,0.0,-0.5,-0.5,0,0.0,1,-0.48623853211009177,0.0,-1.4,0.0,2,0.0,0.0,0.0,-0.8192307692307693,1.0,1
0.0,0.0,0.5,-1.0,1,1.0,1,-0.5045871559633027,-1.0,0.0,-0.4666666666666667,2,0.0,0.0,0.0,-0.011538461538461612,2.0,1
0.0,0.0,0.0,0.0,1,0.0,1,1.4770642201834863,0.0,0.4,-0.6,2,0.0,0.0,0.0,0.1705128205128203,2.0,0
-1.0,0.0,-0.5,0.0,2,0.0,1,0.41284403669724773,-1.0,0.4,0.0,1,0.0,0.0,0.0,-0.3192307692307693,0.0,1
-1.0,0.0,-0.5,0.5,1,0.0,1,0.29357798165137616,-1.0,0.6,0.06666666666666667,2,0.0,0.0,0.0,-0.9153846153846155,1.0,0
0.0,1.0,0.5,-0.5,1,0.0,1,0.01834862385321101,0.0,0.4,-0.4666666666666667,1,0.0,0.0,0.0,0.01410256410256403,0.0,1
-1.0,0.0,-0.5,-0.5,1,0.0,4,-0.3211009174311927,0.0,-0.6,0.3333333333333333,2,0.0,0.0,0.0,1.45,1.0,1
-1.0,0.0,0.0,0.0,1,0.0,1,0.3302752293577982,-1.0,0.2,0.3333333333333333,2,0.0,0.0,0.0,-0.47948717948717956,1.0,1
-1.0,0.0,0.5,0.5,1,0.0,4,-0.41284403669724773,0.0,-0.8,0.8666666666666667,2,0.0,0.0,0.0,1.3474358974358973,1.0,1
1.0,0.0,0.5,1.5,1,0.0,1,1.7339449541284404,0.0,0.8,0.7333333333333333,2,0.0,0.0,0.0,-0.15615384615384625,2.0,1
0.0,0.0,0.0,1.0,1,0.0,1,2.5596330275229358,0.0,0.2,0.3333333333333333,1,0.0,0.0,0.0,-0.55,0.0,1
0.0,2.0,0.5,0.5,1,0.0,6,0.3669724770642202,0.0,0.4,0.3333333333333333,2,0.0,0.0,0.0,2.1992307692307693,0.0,0
0.0,0.0,0.5,0.0,1,0.0,1,0.7064220183486238,-1.0,0.8,-0.8,1,0.0,0.0,0.0,-0.8833333333333334,0.0,1
-1.0,0.0,0.0,-0.5,1,0.0,1,0.5504587155963303,0.0,-1.2,0.8666666666666667,1,0.0,0.0,0.0,-0.626923076923077,0.0,1
0.0,1.0,-0.5,-0.5,1,0.0,6,0.5229357798165137,0.0,-0.2,0.9333333333333333,2,0.0,0.0,0.0,2.226923076923077,2.0,1
0.0,0.0,0.0,0.5,1,0.0,4,-0.3211009174311927,0.0,0.2,0.6666666666666666,2,0.0,0.0,0.0,0.0,1.0,1
0.0,1.0,-0.5,0.0,2,0.0,4,-0.48623853211009177,0.0,-1.0,-0.3333333333333333,2,0.0,0.0,0.0,2.155128205128205,2.0,1
1.0,0.0,-0.5,-0.5,1,0.0,1,-0.23853211009174313,-1.0,0.8,0.4,2,0.0,0.0,0.0,0.2653846153846152,1.0,1
-1.0,0.0,1.5,3.5,0,0.0,1,-0.21100917431192662,0.0,-1.2,0.2,2,0.0,0.0,0.0,-0.75974358974359,0.0,0
0.0,0.0,-0.5,-0.5,1,0.0,1,-0.3944954128440367,0.0,-0.8,0.8666666666666667,2,0.0,0.0,0.0,1.0653846153846154,1.0,1
-1.0,0.0,-0.5,0.5,1,0.0,1,0.12844036697247707,0.0,-0.4,-0.13333333333333333,1,0.0,0.0,0.0,0.5269230769230768,0.0,1
0.0,1.0,0.5,1.5,1,0.0,4,0.8715596330275229,0.0,-0.2,0.3333333333333333,2,0.0,0.0,0.0,0.8379487179487177,4.0,1
0.0,0.0,0.5,0.5,1,0.0,4,0.1743119266055046,0.0,-1.0,0.6666666666666666,2,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.5,-0.5,2,0.0,1,0.3577981651376147,-1.0,-0.2,-0.3333333333333333,1,0.0,0.0,0.0,-0.126923076923077,0.0,1
-1.0,0.0,0.0,0.0,1,0.0,4,-0.045871559633027525,0.0,-0.6,0.7333333333333333,2,0.0,0.0,0.0,0.22205128205128197,2.0,1
-1.0,0.0,-0.5,-0.5,1,0.0,4,-0.24770642201834864,0.0,0.4,0.8,2,0.0,0.0,0.0,0.2930769230769229,1.0,1
-1.0,0.0,0.0,0.5,1,0.0,1,0.5596330275229358,0.0,-0.4,-0.6666666666666666,1,0.0,0.0,0.0,0.27051282051282044,0.0,1
0.0,0.0,0.0,0.0,1,0.0,4,0.0,0.0,-1.2,0.8666666666666667,2,0.0,0.0,0.0,-0.10641025641025656,1.0,1
0.0,0.0,-0.5,0.0,2,0.0,1,1.8256880733944953,0.0,-0.4,-0.06666666666666667,1,0.0,0.0,0.0,0.39871794871794863,1.0,0
-1.0,0.0,-0.5,0.0,1,0.0,4,-0.4954128440366973,0.0,0.4,0.7333333333333333,4,0.0,0.0,0.0,0.27051282051282044,0.0,1
-1.0,0.0,0.0,-1.0,0,0.0,1,-0.4954128440366973,0.0,0.4,-0.4,2,0.0,0.0,0.0,0.8858974358974359,0.0,1
0.0,0.0,-0.5,-0.5,1,0.0,1,1.128440366972477,-1.0,0.4,0.0,1,0.0,0.0,0.0,-0.7551282051282052,0.0,0
1.0,0.0,-0.5,0.0,1,0.0,4,-0.48623853211009177,0.0,-1.0,0.4,2,0.0,0.0,0.0,0.9628205128205127,0.0,1
0.0,0.0,0.5,0.0,1,0.0,1,1.6972477064220184,0.0,0.2,-0.4,2,0.0,0.0,0.0,0.021794871794871648,0.0,0
-1.0,0.0,0.0,1.0,1,0.0,1,-0.3302752293577982,0.0,0.8,0.2,2,0.0,0.0,0.0,-0.8238461538461541,0.0,1
0.0,1.0,0.5,0.0,1,0.0,1,0.3211009174311927,0.0,-0.6,-0.06666666666666667,2,0.0,0.0,0.0,0.9153846153846155,2.0,1
-1.0,0.0,-0.5,-0.5,0,0.0,1,-0.5137614678899083,0.0,-0.6,-0.8,3,1.0,3.0,30.0,-0.8833333333333334,0.0,1
0.0,0.0,-0.5,-0.5,1,0.0,1,-0.44954128440366975,0.0,-1.2,0.2,3,0.0,0.0,0.0,-0.21666666666666673,0.0,1
-1.0,0.0,-0.5,-0.5,1,0.0,1,-0.5229357798165137,0.0,-0.2,0.2,3,1.0,3.0,12.0,-0.8833333333333334,0.0,1
0.0,0.0,-0.5,-0.5,1,0.0,1,0.11009174311926606,-1.0,0.2,0.9333333333333333,1,0.0,0.0,0.0,-0.7192307692307691,0.0,1
0.0,0.0,0.5,1.0,1,0.0,2,-0.3119266055045872,0.0,-0.6,0.3333333333333333,2,0.0,0.0,0.0,0.7446153846153848,0.0,0
1.0,0.0,-0.5,0.0,1,0.0,4,0.5137614678899083,0.0,0.0,0.4666666666666667,2,0.0,0.0,0.0,1.303846153846154,0.0,0
0.0,0.0,-0.5,0.0,0,0.0,1,0.0,0.0,0.6,-0.3333333333333333,2,0.0,0.0,0.0,-0.5192307692307693,1.0,1
-1.0,0.0,-0.5,-0.5,1,0.0,1,-0.25688073394495414,0.0,-0.6,0.26666666666666666,3,0.0,0.0,0.0,-0.11410256410256417,0.0,1
0.0,0.0,0.0,-0.5,1,0.0,1,-0.11009174311926606,0.0,-1.4,0.4666666666666667,2,0.0,0.0,0.0,-0.5038461538461539,0.0,1
0.0,0.0,0.0,-1.0,0,0.0,1,0.41284403669724773,0.0,0.4,-0.4666666666666667,2,0.0,0.0,0.0,0.21923076923076915,1.0,1
0.0,0.0,0.5,-0.5,0,0.0,1,-0.44954128440366975,0.0,0.4,0.8666666666666667,2,0.0,0.0,0.0,0.6979487179487179,1.0,0
0.0,0.0,0.5,-0.5,1,0.0,4,-0.30275229357798167,0.0,-1.2,0.7333333333333333,1,0.0,0.0,0.0,-1.3020512820512822,0.0,1
0.0,0.0,0.0,0.0,0,0.0,1,0.8165137614678899,0.0,-0.6,0.9333333333333333,2,0.0,0.0,0.0,-0.11923076923076938,1.0,0
0.0,0.0,0.0,-0.5,1,0.0,1,1.4036697247706422,0.0,-0.6,-0.9333333333333333,2,0.0,0.0,0.0,-0.27564102564102566,0.0,0
0.0,0.0,-0.5,0.0,1,0.0,1,0.45871559633027525,0.0,-0.4,-0.4,1,0.0,0.0,0.0,0.7833333333333332,0.0,0
-1.0,0.0,0.0,0.0,1,0.0,1,-0.45871559633027525,0.0,-0.4,-0.2,2,0.0,0.0,0.0,0.22769230769230758,1.0,1
1.0,0.0,-0.5,0.0,1,0.0,4,1.348623853211009,0.0,0.4,-0.6,2,0.0,0.0,0.0,1.0730769230769233,0.0,0
-1.0,0.0,0.0,-0.5,1,0.0,1,-0.4036697247706422,0.0,-0.8,-0.8,1,0.0,0.0,0.0,-0.6012820512820514,0.0,1
-1.0,0.0,0.5,1.5,1,0.0,6,-0.28440366972477066,0.0,0.6,-0.2,2,0.0,0.0,0.0,1.1333333333333333,1.0,0
0.0,0.0,0.5,0.5,1,0.0,1,-0.1926605504587156,0.0,0.0,0.2,2,0.0,0.0,0.0,0.9346153846153847,1.0,1
-1.0,0.0,-0.5,0.0,2,0.0,1,-0.42201834862385323,0.0,0.4,-0.8,5,1.0,1.0,0.0,-2.5500000000000003,0.0,1
-1.0,0.0,0.5,1.0,1,0.0,1,0.11009174311926606,0.0,-0.4,-0.26666666666666666,1,0.0,0.0,0.0,0.5269230769230768,0.0,0
0.0,0.0,-0.5,0.5,1,0.0,1,0.7889908256880734,0.0,0.0,0.6,1,0.0,0.0,0.0,0.01410256410256403,0.0,1
0.0,1.0,-0.5,0.5,1,1.0,4,0.3669724770642202,0.0,-0.4,0.9333333333333333,1,0.0,0.0,0.0,0.11102564102564098,1.0,1
0.0,0.0,-0.5,0.5,1,0.0,1,-0.3944954128440367,-1.0,0.2,-0.5333333333333333,2,0.0,0.0,0.0,0.14230769230769225,1.0,1
0.0,0.0,0.0,0.5,1,0.0,1,2.091743119266055,0.0,0.4,-0.8666666666666667,1,0.0,0.0,0.0,0.01410256410256403,0.0,0
0.0,0.0,0.5,0.0,1,0.0,1,0.8899082568807339,0.0,0.4,0.0,2,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.6,-0.3333333333333333,1,0.0,0.0,0.0,-0.626923076923077,0.0,1
0.0,0.0,0.0,0.5,0,0.0,1,-0.3486238532110092,0.0,0.6,0.5333333333333333,2,0.0,0.0,0.0,-0.6320512820512822,2.0,1
0.0,0.0,0.5,0.5,1,0.0,4,0.6605504587155964,0.0,0.0,-0.3333333333333333,2,0.0,0.0,0.0,0.7269230769230768,1.0,1
0.0,0.0,0.0,0.0,1,0.0,1,2.2752293577981653,0.0,0.6,-0.8,1,0.0,0.0,0.0,-0.267948717948718,0.0,0
-1.0,0.0,0.0,0.5,0,0.0,1,-0.24770642201834864,0.0,0.6,-0.6,2,0.0,0.0,0.0,0.9841025641025644,1.0,1
-1.0,0.0,0.5,-1.0,0,0.0,1,0.21100917431192662,0.0,-0.2,0.5333333333333333,2,0.0,0.0,0.0,0.0,1.0,1
-1.0,0.0,-0.5,-0.5,1,0.0,1,-0.5137614678899083,0.0,-1.0,-1.0,3,1.0,0.0,4.0,-0.8833333333333334,0.0,1
1.0,0.0,0.5,0.5,1,0.0,4,-0.22018348623853212,0.0,-0.2,0.06666666666666667,2,0.0,0.0,0.0,1.5807692307692305,2.0,1
0.0,0.0,-0.5,0.0,2,0.0,1,0.41284403669724773,-1.0,0.4,0.0,1,0.0,0.0,0.0,0.2448717948717948,0.0,1
0.0,0.0,0.5,0.0,1,0.0,1,-0.3944954128440367,-1.0,0.8,0.7333333333333333,2,0.0,0.0,0.0,0.1935897435897435,0.0,1
0.0,0.0,-0.5,1.0,0,0.0,1,-0.09174311926605505,0.0,0.8,-0.6,2,0.0,0.0,0.0,-0.6320512820512822,1.0,1
0.0,0.0,0.0,-1.0,0,0.0,1,-0.12844036697247707,0.0,0.4,-0.8666666666666667,2,0.0,0.0,0.0,0.21923076923076915,1.0,0
-1.0,0.0,-0.5,0.5,1,0.0,1,1.0,0.0,0.6,-1.0,1,0.0,0.0,0.0,0.27051282051282044,0.0,0
0.0,0.0,0.0,0.0,1,0.0,1,0.1926605504587156,0.0,-1.0,0.6,1,0.0,0.0,0.0,0.01410256410256403,0.0,0
0.0,0.0,0.0,0.0,1,0.0,1,0.1834862385321101,0.0,-1.2,0.2,2,0.0,0.0,0.0,-0.49102564102564117,1.0,1
0.0,0.0,-0.5,0.0,1,0.0,2,1.6605504587155964,0.0,0.0,-0.7333333333333333,2,0.0,0.0,0.0,-0.3256410256410257,0.0,0
-1.0,0.0,-0.5,0.0,0,0.0,1,0.23853211009174313,0.0,-0.6,0.13333333333333333,2,0.0,0.0,0.0,-0.4066666666666667,0.0,1
0.0,0.0,0.0,0.5,1,0.0,1,0.3486238532110092,0.0,-0.8,0.6,2,0.0,0.0,0.0,-0.21794871794871795,2.0,1
-1.0,0.0,-0.5,-0.5,1,0.0,1,-0.5137614678899083,-1.0,0.0,-0.7333333333333333,5,0.0,0.0,0.0,-2.396153846153846,0.0,1
0.0,0.0,0.0,0.0,1,0.0,5,-0.22935779816513763,0.0,0.2,-0.9333333333333333,2,0.0,0.0,0.0,0.4407692307692307,0.0,1
0.0,1.0,0.5,0.0,1,0.0,1,-0.24770642201834864,0.0,-0.6,0.3333333333333333,2,0.0,0.0,0.0,0.8751282051282053,0.0,1
0.0,0.0,-0.5,0.5,1,0.0,1,1.201834862385321,0.0,-0.4,-0.9333333333333333,1,0.0,0.0,0.0,-0.47948717948717956,0.0,0
0.0,0.0,-0.5,0.5,1,0.0,1,0.47706422018348627,0.0,0.4,0.6,2,0.0,0.0,0.0,-0.8451282051282053,1.0,1
0.0,0.0,-0.5,0.5,1,0.0,1,-0.1834862385321101,0.0,0.4,-0.2,1,0.0,0.0,0.0,0.14230769230769225,0.0,1
-1.0,2.0,0.5,0.0,1,0.0,6,-0.3394495412844037,0.0,0.2,0.13333333333333333,2,0.0,0.0,0.0,3.3858974358974363,0.0,0
0.0,0.0,0.5,1.5,0,0.0,1,0.8532110091743119,0.0,-1.0,0.2,1,0.0,0.0,0.0,-1.4876923076923079,2.0,1
0.0,1.0,-0.5,-0.5,1,0.0,1,-0.5229357798165137,0.0,-0.8,0.9333333333333333,2,0.0,0.0,0.0,1.2705128205128204,0.0,1
0.0,0.0,-0.5,0.5,1,0.0,4,0.045871559633027525,0.0,-0.8,0.3333333333333333,2,0.0,0.0,0.0,-0.20435897435897432,1.0,1
0.0,1.0,-0.5,-0.5,1,0.0,1,0.3119266055045872,0.0,0.0,-0.8666666666666667,2,0.0,0.0,0.0,0.9346153846153847,0.0,0
1.0,0.0,0.5,1.0,2,0.0,4,0.25688073394495414,0.0,0.0,0.2,2,0.0,0.0,0.0,0.0,1.0,1
